Date,Value,5 day MA,Topic2,Topic6,Topic8,Topic9,Topic13,Topic14,Topic22,Topic23,Topic29,Topic36,Topic54,Topic58,Topic66,Topic67,Topic69,Topic85
43279.00,6105.295,6188.24598,6,3,42,3,37,10,3,0,18,30,3,16,21,5,4,16
43280.00,6107.8962,6142.79032,11,1,42,7,59,1,2,5,18,47,3,24,25,2,5,20
43281.00,5908.7025,6136.0484,3,6,5,6,30,5,3,2,27,35,2,13,16,3,9,19
43282.00,6381.3908,6110.38724,2,6,6,3,28,1,2,2,10,31,1,11,14,2,5,19
43283.00,6374.7542,6144.3759,4,6,1,3,34,0,3,7,26,23,6,5,17,2,4,14
43284.00,6466.0692,6175.60774,5,0,6,4,24,0,6,5,24,34,8,16,10,4,8,20
43285.00,6613.6858,6247.76258,4,6,3,15,24,8,3,5,25,31,1,12,21,3,4,16
43286.00,6593.2892,6348.9205,0,6,4,3,24,2,1,4,21,21,3,10,14,4,3,8
43287.00,6603.3767,6485.83784,6,10,6,6,29,5,6,4,23,31,3,12,20,7,5,18
43288.00,6569.4962,6530.23502,1,1,9,4,28,5,1,3,28,34,3,10,15,0,2,14
43289.00,6594.2817,6569.18342,5,5,20,10,104,2,9,4,50,99,3,41,37,7,13,40
43290.00,6753.5592,6594.82592,3,6,11,10,65,10,1,10,39,66,7,25,28,4,6,21
43291.00,6723.8725,6622.8006,0,7,8,2,27,3,1,6,23,26,4,14,18,0,5,14
43292.00,6510.7917,6648.91726,5,12,2,5,33,2,4,1,18,23,8,6,19,7,4,15
43293.00,6377.3633,6630.40026,2,5,3,5,36,4,2,2,33,38,3,15,11,0,4,19
43294.00,6233.595,6591.97368,1,4,0,3,27,6,2,4,33,52,4,16,11,0,3,27
43295.00,6244.3575,6519.83634,3,1,4,2,18,3,2,4,23,26,0,8,14,5,1,16
43296.00,6241,6417.996,5,1,2,0,15,1,2,4,6,18,1,6,6,0,4,12
43297.00,6316.8817,6321.4215,3,2,1,1,35,6,5,9,17,42,7,18,9,4,2,14
43298.00,6514.3908,6282.6395,2,1,3,6,45,7,1,2,26,29,2,16,24,5,8,14
43299.00,6869.9108,6310.045,2,3,6,4,62,3,3,7,30,48,1,10,26,2,3,24
43300.00,7398.6617,6437.30816,3,3,9,4,32,4,3,0,27,33,2,8,12,2,4,10
43301.00,7396.4017,6668.169,7,8,68,7,84,3,2,3,35,58,8,22,39,8,6,42
43302.00,7428.045,6899.24934,6,3,2,6,38,3,3,2,16,23,3,13,8,2,6,10
43303.00,7352.4954,7121.482,2,7,6,11,78,3,4,1,32,71,6,18,24,2,9,32
43304.00,7451.2892,7289.10292,3,3,9,3,23,0,1,1,14,13,3,11,16,3,1,16
43305.00,7689.8842,7405.3786,17,6,2,11,53,4,5,2,52,77,4,22,39,3,8,36
43306.00,8112.93,7463.6231,6,7,2,2,15,1,5,2,17,18,2,3,10,4,5,9
43307.00,8251.165,7606.92876,3,3,2,5,66,7,6,8,37,55,7,13,19,5,5,17
43308.00,8187.3242,7771.55276,3,5,2,3,33,2,7,0,9,25,3,8,18,2,2,20
43309.00,8025.2575,7938.51852,2,3,71,3,59,3,3,15,36,57,6,13,26,1,5,33
43310.00,8182.2517,8053.31218,2,1,5,1,20,1,2,1,20,21,3,6,21,1,4,11
43311.00,8206.3417,8151.78568,1,3,9,4,23,0,3,6,25,33,4,9,18,1,3,14
43312.00,8143.1483,8170.46802,3,2,4,4,49,3,7,3,38,49,16,21,21,4,5,16
43313.00,7916.8008,8148.86468,2,8,5,2,37,4,2,2,27,33,2,9,12,4,8,10
43314.00,7570.8692,8094.76,2,0,1,4,32,2,4,2,13,34,3,10,10,4,0,11
43315.00,7593.1492,8003.88234,5,3,3,7,43,4,3,4,17,40,6,16,25,1,1,14
43316.00,7394.4992,7886.06184,5,3,3,6,36,4,4,3,13,27,2,11,17,3,1,15
43317.00,7247.7692,7723.69334,0,0,2,3,11,2,3,2,12,17,4,10,15,1,2,8
43318.00,6998.7183,7544.61752,3,2,14,2,27,3,2,1,20,21,3,9,14,3,4,7
43319.00,6988.0792,7361.00102,3,4,72,2,74,8,6,4,21,52,1,18,30,2,4,36
43320.00,6993.5133,7244.44302,2,3,3,6,61,6,5,3,27,38,2,11,19,7,1,23
43321.00,6450.3669,7124.51584,7,1,0,4,28,2,3,4,22,31,2,18,17,2,2,12
43322.00,6396.7725,6935.68938,7,5,9,14,114,8,11,7,85,103,12,54,56,6,16,37
43323.00,6396.4947,6765.49004,6,5,4,14,72,7,6,9,41,48,8,24,28,3,1,18
43324.00,6195.6533,6645.04532,2,3,6,9,80,4,1,4,40,55,3,25,26,5,3,36
43325.00,6311.1317,6486.56014,10,15,8,21,96,11,7,11,85,86,14,45,37,5,14,36
43326.00,6347.07,6350.08382,6,6,3,7,60,6,5,9,27,50,1,15,20,1,5,24
43327.00,6050.9425,6329.42444,7,6,40,10,86,7,9,5,34,60,5,15,31,7,5,36
43328.00,6362.6769,6260.25844,5,7,26,8,78,9,5,7,34,71,10,22,43,6,3,38
43329.00,6342.6292,6253.49488,4,1,18,5,69,4,9,10,32,57,7,21,28,4,11,28
43330.00,6476.9,6282.89006,6,6,4,11,48,4,7,16,21,34,3,19,23,5,3,25
43331.00,6436.7208,6316.04372,4,3,12,2,45,5,2,2,20,38,2,15,14,2,7,24
43332.00,6404.0633,6333.97388,11,6,74,12,54,8,3,6,36,63,9,17,32,4,4,41
43333.00,6434.5592,6404.59804,1,3,4,3,41,4,5,0,25,38,1,19,22,5,2,24
43334.00,6401.2462,6418.9745,4,6,27,10,54,5,4,4,17,39,5,17,23,3,6,25
43335.00,6575.2292,6430.6979,7,8,72,9,62,7,6,4,51,53,6,19,44,7,7,40
43336.00,6434.8817,6450.36374,7,6,5,4,37,1,2,6,29,41,8,13,16,3,6,18
43337.00,6543.6457,6449.99592,6,4,15,14,67,7,3,3,69,47,4,38,34,10,8,32
43338.00,6719.4292,6477.9124,4,7,20,5,47,0,6,10,36,51,2,30,27,3,6,30
43339.00,6673.2742,6534.8864,1,12,10,7,71,4,4,4,43,64,8,19,25,5,7,11
43340.00,6719.2662,6589.292,6,10,6,13,72,7,5,10,44,58,9,15,23,6,7,23
43341.00,7000.04,6618.0994,5,12,5,2,36,5,3,7,28,49,8,21,17,4,7,26
43342.00,7054.2764,6731.13106,2,7,21,18,74,11,3,3,48,67,3,21,34,2,5,33
43343.00,6932.6625,6833.2572,9,17,43,16,92,14,13,11,58,88,6,34,51,9,13,29
43344.00,6981.9462,6875.90386,5,4,28,4,72,9,5,6,33,65,4,22,16,4,6,31
43345.00,7100.9467,6937.63826,14,2,72,6,56,4,11,8,28,59,12,15,23,2,5,31
43346.00,7247.9354,7013.97436,12,14,8,23,211,11,12,10,79,143,15,61,61,10,14,72
43347.00,7260.9492,7063.55344,4,10,11,14,77,4,6,5,43,67,2,21,23,7,4,23
43348.00,7326.8525,7104.888,6,7,36,18,105,7,12,12,64,84,7,31,39,15,12,46
43349.00,7113.0692,7183.726,9,4,50,13,102,6,10,5,33,76,5,52,35,9,6,39
43350.00,6433.2717,7209.9506,2,6,41,9,86,6,6,5,48,54,11,44,45,5,7,47
43351.00,6444.8042,7076.4156,10,6,25,28,49,6,5,10,39,64,8,32,43,5,11,30
43352.00,6366.1075,6915.78936,12,9,4,25,157,17,13,9,65,114,10,39,45,10,13,46
43353.00,6286.4258,6736.82102,4,3,2,8,69,4,5,7,49,50,1,15,25,5,2,26
43354.00,6297.8777,6528.73568,6,10,45,14,66,11,14,13,40,93,6,46,34,14,4,50
43355.00,6296.3208,6365.69738,6,6,2,23,105,12,6,7,73,117,8,41,36,13,14,50
43356.00,6273.1375,6338.3072,4,4,2,5,37,3,7,3,24,33,7,14,20,2,5,21
43357.00,6450.1792,6303.97386,4,6,78,10,49,2,3,8,20,50,6,11,37,9,6,34
43358.00,6499.0625,6320.7882,6,6,11,13,92,13,6,7,53,81,10,20,52,4,6,36
43359.00,6518.655,6363.31554,6,7,5,8,49,6,5,2,47,59,6,25,36,2,5,19
43360.00,6480.6442,6407.471,3,3,5,17,68,5,7,4,27,49,6,13,28,5,8,29
43361.00,6400.6008,6444.33568,2,14,31,10,112,8,12,5,81,105,9,46,39,7,11,64
43362.00,6296.6317,6469.82834,5,10,2,14,73,2,11,2,64,81,9,32,20,5,5,23
43363.00,6335.8267,6439.11884,7,3,1,1,48,10,5,4,20,39,4,10,17,3,6,23
43364.00,6418.5627,6406.47168,6,11,3,19,70,9,15,3,30,75,6,25,22,8,9,28
43365.00,6669.9908,6386.45322,3,3,1,5,36,1,1,4,21,43,0,17,20,4,3,20
43366.00,6709.3125,6424.32254,2,2,1,4,24,3,3,1,16,25,1,6,16,2,1,6
43367.00,6710.445,6486.06488,4,2,2,2,23,2,5,0,10,28,1,7,6,1,7,8
43368.00,6639.3042,6568.82754,6,9,2,9,59,5,8,4,40,64,6,25,34,9,14,39
43369.00,6412.4592,6629.52304,5,7,8,22,106,5,5,4,58,78,16,29,59,11,9,31
43370.00,6468.6317,6628.30234,3,8,2,16,69,6,18,3,44,50,5,27,29,7,5,21
43371.00,6535.4767,6588.03052,0,7,11,7,46,4,6,2,17,36,5,9,20,2,6,11
43372.00,6677.3425,6553.26336,1,8,2,12,37,8,3,3,22,42,5,18,16,2,3,20
43373.00,6550.4742,6546.64286,3,4,4,5,69,19,12,5,64,66,5,26,39,6,14,40
43374.00,6593.135,6528.87686,4,1,0,0,22,0,2,0,14,23,2,17,12,1,4,9
43375.00,6590.9683,6565.01202,2,7,2,6,39,7,7,5,28,27,1,23,20,4,12,19
43376.00,6562.6417,6589.47934,3,8,5,6,46,4,8,2,31,38,7,18,25,4,5,18
43377.00,6470.4025,6594.91234,12,2,4,8,39,7,2,2,17,25,3,11,12,2,5,6
43378.00,6563.6283,6553.52434,6,6,3,7,46,1,0,4,35,54,4,21,26,3,7,19
43379.00,6568.5492,6556.15516,3,5,8,4,29,1,3,2,26,32,6,6,15,0,3,13
43380.00,6581.4867,6551.238,0,5,0,8,37,2,4,2,25,37,5,11,27,5,3,18
43381.00,6558.5375,6549.34168,5,7,27,15,98,11,11,5,38,87,10,31,51,8,9,34
43382.00,6618.5677,6548.52084,5,1,1,3,30,0,3,1,10,18,5,13,10,1,0,12
43383.00,6621.7117,6578.15388,9,8,6,8,65,8,2,3,18,47,5,19,15,2,5,17
43384.00,6563.0092,6589.77056,4,8,1,3,50,11,5,7,39,70,3,14,26,7,4,27
43385.00,6248.6358,6588.66256,5,6,1,3,20,4,1,7,20,35,4,10,5,5,4,12
43386.00,6260.5308,6522.09238,5,3,1,4,22,3,6,3,23,26,3,4,19,0,2,13
43387.00,6260.6458,6462.49104,4,0,0,3,30,1,4,2,12,29,0,10,10,3,2,16
43388.00,6299.3992,6390.90666,6,5,1,6,44,0,4,5,24,48,8,13,21,5,6,16
43389.00,6452.5717,6326.44416,4,2,10,4,33,7,9,5,26,35,1,11,17,3,0,17
43390.00,6596.6183,6304.35666,2,6,1,4,49,3,5,5,28,40,8,21,25,5,4,25
43391.00,6596.2762,6373.95316,2,1,0,5,39,3,2,2,23,38,4,14,15,4,8,11
43392.00,6568.0408,6441.10224,4,9,2,1,52,4,1,5,35,41,8,21,27,1,6,17
43393.00,6487.4442,6502.58124,2,3,1,6,28,2,2,1,19,27,1,6,14,5,2,8
43394.00,6488.8258,6540.19024,3,1,1,5,52,2,2,1,17,29,3,15,17,2,0,10
43395.00,6531.6017,6547.44106,4,2,1,2,31,5,2,3,16,34,1,10,8,6,4,13
43396.00,6498.4858,6534.43774,2,0,1,3,20,6,4,6,17,53,6,20,19,0,7,22
43397.00,6481.426,6514.87966,1,3,1,4,41,3,1,7,29,42,7,10,18,1,5,11
43398.00,6508.31,6497.5567,3,4,5,7,48,4,5,3,49,43,6,15,21,2,4,23
43399.00,6478.0825,6501.72986,8,6,7,13,52,10,5,6,48,56,6,19,22,4,7,25
43400.00,6473.7533,6499.5812,3,10,4,6,37,2,5,1,24,25,5,12,11,5,2,12
43401.00,6465.9175,6488.01152,1,5,1,8,50,4,6,12,41,53,7,14,16,1,3,22
43402.00,6448.2217,6481.49786,6,4,3,10,56,8,7,3,31,48,5,14,18,5,5,22
43403.00,6382.6683,6474.857,5,7,6,6,38,3,6,4,13,43,3,4,18,1,8,13
43404.00,6309.4529,6449.72866,2,3,2,8,19,3,5,3,28,31,6,12,15,4,4,15
43405.00,6310.2842,6416.00274,2,6,2,7,57,1,4,3,27,47,3,12,19,3,3,16
43406.00,6342.2808,6383.30892,5,5,22,10,59,7,2,6,36,46,6,13,20,6,6,30
43407.00,6387.6742,6358.58158,8,9,12,9,87,6,9,7,76,77,6,30,21,4,11,37
43408.00,6363.7958,6346.47208,8,8,8,1,53,7,6,8,46,55,7,21,31,12,8,33
43409.00,6391.8733,6342.69758,5,7,8,9,56,5,2,2,36,51,4,13,26,15,4,20
43410.00,6436.965,6359.18166,5,5,7,8,84,8,4,2,52,53,4,35,28,2,9,31
43411.00,6445.3542,6384.51782,6,9,4,4,63,1,1,3,35,54,3,22,34,0,4,23
43412.00,6538.79,6405.1325,5,5,12,5,66,1,6,2,37,57,2,19,21,2,9,16
43413.00,6486.2517,6435.35566,4,3,2,3,42,3,5,1,23,28,1,10,13,5,5,26
43414.00,6411.2808,6459.84684,3,6,9,3,52,2,2,5,18,44,3,15,16,1,2,18
43415.00,6399.0333,6463.72834,5,3,2,9,52,2,5,9,28,47,9,13,16,4,3,11
43416.00,6378.2683,6456.142,2,10,5,8,61,10,6,3,46,41,7,18,27,2,4,36
43417.00,6401.9367,6442.72482,5,5,5,8,52,8,10,5,27,47,9,16,12,1,4,16
43418.00,6372.0633,6415.35416,11,6,11,7,75,6,8,2,37,45,7,15,30,4,10,36
43419.00,6176.155,6392.51648,5,2,3,9,79,9,7,7,38,59,4,10,31,2,2,28
43420.00,5615.18,6345.49132,2,8,6,6,64,8,10,2,26,56,4,9,28,2,4,31
43421.00,5596.1925,6188.72066,4,6,16,7,43,6,12,3,24,39,11,16,26,3,0,31
43422.00,5558.2433,6032.3055,2,5,5,11,48,3,7,2,30,46,5,12,27,3,1,21
43423.00,5606.0442,5863.56682,3,14,9,12,93,11,9,7,59,78,5,45,28,15,11,50
43424.00,5303.9425,5710.363,4,13,8,13,79,8,7,10,34,84,13,24,24,21,9,33
43425.00,4671.97,5535.9205,6,2,3,9,75,6,9,1,41,52,1,11,29,5,3,31
43426.00,4533.6808,5347.2785,8,7,3,11,76,7,6,5,52,69,10,27,36,4,10,43
43427.00,4548.7975,5134.77616,1,1,1,4,19,1,2,2,7,9,2,5,6,0,1,12
43428.00,4309.3375,4932.887,4,0,1,2,24,1,1,0,8,18,1,6,3,0,0,7
43429.00,4293.8408,4673.54566,2,2,3,2,36,1,2,2,7,14,2,3,8,0,1,9
43430.00,3823.5117,4471.52532,2,0,7,3,34,3,0,2,5,20,0,5,11,2,3,20
43431.00,3920.5367,4301.83366,2,3,2,5,31,5,6,14,22,27,1,9,13,1,5,16
43432.00,3751.6683,4179.20484,4,2,5,2,37,3,1,5,22,40,4,11,14,2,7,12
43433.00,4103.4538,4019.779,1,1,1,3,33,2,1,6,19,31,5,15,21,2,3,13
43434.00,4263.7833,3978.60226,6,2,3,4,27,2,4,7,13,25,2,7,8,1,1,11
43435.00,4106.8717,3972.59076,4,2,3,5,18,1,2,0,20,33,0,3,8,2,2,9
43436.00,4116.7775,4029.26276,2,2,1,6,24,2,4,5,11,41,5,6,16,7,3,16
43437.00,4167.5467,4068.51092,4,8,3,2,23,1,3,3,13,24,4,3,8,3,7,7
43438.00,3967.5242,4151.6866,1,4,0,3,16,3,3,0,7,16,3,13,12,1,6,7
43439.00,3961.4933,4124.50068,6,5,4,6,56,3,5,13,39,39,8,16,18,2,5,19
43440.00,3858.3492,4064.04268,5,5,5,8,46,2,2,3,37,22,4,10,18,3,6,10
43441.00,3742.9433,4014.33818,1,5,19,2,45,3,2,3,15,35,2,3,18,4,0,20
43442.00,3405.6433,3939.57134,0,1,1,1,30,2,7,1,26,29,10,4,14,4,3,13
43443.00,3435.34,3787.19066,5,3,0,6,30,2,2,1,19,30,4,9,15,2,3,16
43444.00,3528.8033,3680.75382,3,1,0,3,33,2,0,3,23,26,3,5,18,4,4,12
43445.00,3523.96,3594.21582,4,4,3,13,46,10,2,3,24,45,2,8,20,1,3,17
43446.00,3426.19,3527.33798,2,11,11,4,41,2,10,4,16,36,5,8,18,5,4,17
43447.00,3462.04,3463.98732,2,8,4,7,65,1,4,1,37,52,2,15,20,3,5,20
43448.00,3406.7625,3475.26666,6,4,7,9,56,6,5,14,26,44,3,21,34,1,5,34
43449.00,3278.3742,3469.55116,2,2,2,7,25,2,3,2,13,24,3,5,9,3,4,9
43450.00,3225.2992,3419.46534,1,2,4,3,26,2,2,7,16,30,1,8,24,4,2,18
43451.00,3271.2383,3359.73318,3,8,7,10,64,11,7,4,63,90,7,21,30,15,5,41
43452.00,3392.405,3328.74284,6,6,2,18,95,4,15,3,35,78,5,30,39,4,16,27
43453.00,3567.47,3314.81584,3,5,2,3,46,2,3,2,27,45,3,20,12,8,12,27
43454.00,3808.0425,3346.95734,5,1,1,8,44,3,1,7,21,34,3,12,13,1,0,29
43455.00,3982.8508,3452.891,3,5,13,6,66,1,2,3,23,45,3,15,22,5,6,28
43456.00,4015.6092,3604.40132,2,3,4,9,54,2,6,3,33,52,2,12,20,5,5,21
43457.00,3910.9733,3753.2755,4,1,6,10,43,9,2,4,32,36,2,14,18,5,6,20
43458.00,4027.4783,3856.98916,1,2,24,10,47,2,1,3,24,32,4,12,24,1,5,30
43459.00,4178.5908,3948.99082,5,1,2,5,59,4,7,3,40,52,7,34,20,14,5,36
43460.00,3813.88,4023.10048,1,2,5,3,29,4,2,2,18,34,0,8,22,3,5,9
43461.00,3825.3792,3989.30632,9,4,8,11,116,10,14,17,61,74,10,29,42,8,11,44
43462.00,3747.8392,3951.26032,7,8,2,20,114,5,8,8,84,117,7,35,51,4,14,33
43463.00,3743.905,3918.6335,4,2,5,6,33,5,4,3,36,44,8,15,9,5,4,15
43464.00,3912.2858,3861.91884,2,4,0,4,28,3,3,0,16,30,3,9,15,1,2,11
43465.00,3832.9217,3808.65784,0,6,3,5,23,5,8,2,27,30,3,5,9,1,2,15
43466.00,3791.5458,3812.46618,0,2,0,7,20,0,1,1,12,11,2,2,7,0,2,6
43467.00,3752.2717,3805.6995,4,3,0,5,39,3,5,2,42,40,4,15,26,6,4,23
43468.00,3867.1383,3806.586,1,1,2,3,24,2,2,3,22,24,1,5,14,1,1,21
43469.00,3865.7975,3831.23266,1,1,11,5,25,2,4,1,17,33,0,9,11,1,6,9
43470.00,3822.6267,3821.935,0,1,0,2,31,2,3,4,20,44,0,16,19,1,5,15
43471.00,3868.4875,3819.876,1,2,0,5,31,1,1,4,9,29,2,6,13,1,0,9
43472.00,3920.4567,3835.26434,6,2,7,6,45,6,4,3,36,59,8,14,19,0,20,36
43473.00,4036.0933,3868.90134,4,5,1,1,39,3,2,1,26,24,1,6,5,2,2,14
43474.00,4035.855,3902.69234,0,1,0,1,10,1,0,1,4,10,3,1,6,2,1,5
43475.00,4034.1383,3936.70384,3,0,1,5,28,2,0,0,11,23,5,14,12,2,1,9
43476.00,3812.5858,3979.00616,3,3,0,5,48,1,9,5,28,48,3,23,20,4,5,25
43477.00,3656.7358,3967.82582,7,4,1,4,69,4,4,16,40,61,3,21,33,1,5,34
43478.00,3646.3458,3915.08164,1,0,0,3,21,2,4,1,21,23,2,5,9,2,1,7
43479.00,3599.8417,3837.13214,2,3,1,2,17,5,3,1,10,25,1,5,8,0,2,6
43480.00,3604.1175,3749.92948,1,3,0,4,18,2,0,2,10,18,0,9,7,3,4,8
43481.00,3656.785,3663.92532,0,3,2,4,14,2,2,2,12,22,8,4,8,3,5,8
43482.00,3621.2708,3632.76516,3,1,0,2,19,4,3,1,8,13,1,5,6,1,2,4
43483.00,3619.9642,3625.67216,4,5,3,6,55,5,1,4,13,48,3,16,24,1,4,20
43484.00,3632.395,3620.39584,4,3,8,4,39,2,1,4,29,39,6,11,18,3,1,14
43485.00,3690.5233,3626.9065,1,1,9,3,13,0,3,2,11,26,3,7,9,1,3,8
43486.00,3620.1275,3644.18766,2,3,7,8,25,2,3,1,28,28,4,8,28,2,2,11
