"Date","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","Topic13","Topic14","Topic15","Topic16","Topic17","Topic18","Topic19","Topic20","Topic21","Topic22","Topic23","Topic24","Topic25","Topic26","Topic27","Topic28","Topic29","Topic30","Topic31","Topic32","Topic33","Topic34","Topic35","Topic36","Topic37","Topic38","Topic39","Topic40","Topic41","Topic42","Topic43","Topic44","Topic45","Topic46","Topic47","Topic48","Topic49","Topic50","Topic51","Topic52","Topic53","Topic54","Topic55","Topic56","Topic57","Topic58","Topic59","Topic60","Topic61","Topic62","Topic63","Topic64","Topic65","Topic66","Topic67","Topic68","Topic69","Topic70","Topic71","Topic72","Topic73","Topic74","Topic75","Topic76","Topic77","Topic78","Topic79","Topic80","Topic81","Topic82","Topic83","Topic84","Topic85","Topic86","Topic87","Topic88","Topic89","Topic90","Topic91","Topic92","Topic93","Topic94","Topic95","Topic96","Topic97","Topic98","Topic99","Topic100"
2018-05-23,7,1,8,7,3,6,24,7,7,5,4,7,64,8,5,29,17,5,6,5,3,6,4,3,12,7,7,5,23,10,6,5,7,2,4,59,4,5,7,8,40,2,5,9,8,3,46,8,4,3,5,4,3,8,6,3,5,24,7,3,24,8,7,7,12,35,11,10,6,9,8,8,3,1,37,3,6,18,10,33,4,13,10,8,36,13,16,5,7,6,3,2,2,12,47,8,6,1,33,18
2018-05-24,4,2,2,3,3,1,22,10,3,2,2,0,35,5,3,10,11,4,1,7,2,2,3,2,3,2,5,3,27,2,6,1,2,3,3,40,5,3,4,3,32,2,3,2,1,2,19,10,2,1,4,2,3,3,1,1,2,18,2,4,15,2,3,4,15,14,1,3,5,6,2,7,4,5,23,2,5,14,2,14,13,15,4,2,15,8,23,0,4,5,2,3,3,6,24,5,2,3,38,16
2018-05-25,6,3,3,8,4,1,26,45,8,6,1,4,43,4,0,23,16,7,5,11,4,3,3,4,1,0,5,8,24,3,7,3,3,3,2,50,1,5,3,5,19,4,6,4,3,6,29,6,8,5,5,1,7,5,3,0,1,21,3,1,15,5,5,3,26,38,0,5,4,3,4,1,3,1,15,3,6,11,4,18,4,17,2,5,32,9,26,2,6,6,5,2,5,10,34,14,5,3,52,19
2018-05-26,5,9,2,5,4,5,12,35,5,2,3,5,57,3,4,5,10,4,1,9,4,3,0,2,5,5,3,2,28,6,10,5,3,6,3,54,5,1,8,0,19,4,7,4,4,2,30,4,3,2,1,1,2,5,7,1,3,17,3,3,7,2,12,5,15,27,2,4,3,2,6,4,2,4,12,2,2,13,4,65,2,3,9,3,22,4,12,5,3,10,6,1,2,7,21,7,4,1,35,14
2018-05-27,12,2,3,1,1,6,6,5,9,6,4,3,31,1,5,26,9,4,3,3,2,4,5,1,4,1,9,4,28,3,2,3,3,7,4,55,2,3,4,4,19,6,6,2,4,7,14,6,7,5,11,2,1,5,2,2,1,12,5,3,17,3,3,3,11,14,1,10,6,3,4,8,3,3,12,1,2,18,7,14,4,8,4,2,23,11,15,1,2,4,3,3,3,3,25,2,2,2,21,18
2018-05-28,10,7,6,2,5,7,16,20,5,6,3,2,55,5,8,23,12,5,5,6,5,6,6,8,3,4,7,5,34,2,9,8,4,7,6,51,4,6,5,9,21,7,6,5,5,7,36,4,7,5,14,4,3,4,8,4,4,10,4,5,30,2,3,7,16,25,5,8,10,6,8,3,2,3,34,8,8,11,9,15,3,12,1,4,21,14,25,10,2,6,4,4,7,14,28,3,5,5,38,10
2018-05-29,10,7,5,4,6,2,16,82,6,4,5,8,59,8,2,17,15,7,2,5,4,2,4,5,13,2,8,5,27,5,13,2,4,4,7,60,3,6,8,4,38,1,4,10,3,4,20,8,7,5,7,2,3,8,3,1,8,14,3,3,15,5,6,4,13,43,8,6,9,9,9,11,2,1,27,4,2,22,9,16,6,21,1,4,38,11,27,2,6,9,7,4,8,10,27,4,5,5,27,16
2018-05-30,8,7,6,16,6,17,26,56,11,8,10,5,79,2,5,16,22,5,3,10,5,1,7,3,6,3,6,10,35,2,9,9,7,15,6,61,10,9,6,5,37,5,6,6,4,7,40,8,5,7,10,2,0,4,7,3,7,21,5,4,18,7,3,8,31,44,6,4,10,2,6,6,5,4,21,5,6,29,8,13,1,12,2,5,47,8,45,2,0,6,4,3,3,7,35,8,1,5,63,17
2018-05-31,3,1,3,3,2,2,15,9,3,5,4,6,27,6,2,10,6,6,4,2,3,6,8,2,4,0,4,4,24,0,2,2,3,7,2,30,3,3,5,3,18,2,4,3,5,3,34,0,3,3,6,1,4,2,1,2,5,5,2,2,17,1,2,2,15,16,3,4,1,4,3,5,2,3,13,0,2,20,5,29,3,14,0,5,16,5,25,4,3,1,4,1,3,8,11,4,5,3,21,7
2018-06-01,3,1,1,8,3,4,22,45,6,5,3,5,51,2,3,13,8,7,3,4,3,8,4,4,3,3,7,3,36,6,6,4,11,6,3,44,4,6,3,7,23,2,2,7,1,1,11,2,9,6,7,2,2,3,1,2,3,19,4,6,18,3,2,9,30,34,6,1,3,7,6,5,1,2,15,4,6,6,7,11,2,13,3,1,11,2,29,1,4,1,5,5,7,6,40,10,3,1,53,12
2018-06-02,15,5,4,3,3,4,6,47,4,1,3,1,30,2,4,11,9,2,7,2,1,3,3,0,2,2,2,1,15,4,5,2,4,4,1,43,1,3,3,2,20,0,6,5,1,3,22,4,2,5,7,2,0,7,3,2,2,12,3,5,11,2,2,3,12,27,7,5,4,2,5,1,2,1,14,2,2,17,4,3,1,5,4,5,34,6,7,3,3,7,6,3,2,6,19,2,6,2,24,10
2018-06-03,16,2,3,3,2,3,7,8,4,3,3,3,29,0,2,4,9,2,4,10,4,3,0,0,0,1,6,5,11,2,4,3,3,5,1,27,7,8,1,0,12,4,5,3,7,4,12,2,2,0,3,4,1,1,3,5,4,8,3,3,7,4,3,2,9,8,1,3,0,3,4,7,2,5,4,1,2,13,2,18,2,16,0,3,14,6,18,0,6,2,2,0,2,3,11,4,4,3,25,8
2018-06-04,7,1,2,5,1,1,7,17,7,1,2,2,38,0,0,15,7,3,1,2,1,2,4,6,3,2,4,5,17,0,4,5,3,2,1,17,4,2,1,4,8,6,5,5,5,1,13,3,6,6,8,0,2,3,5,2,4,13,0,2,9,0,2,1,21,17,2,2,4,2,1,4,3,1,16,6,1,9,4,5,1,8,4,0,14,4,10,0,4,2,6,3,1,6,19,4,4,3,35,20
2018-06-05,3,1,2,3,4,6,13,45,6,2,4,4,46,5,4,12,17,5,4,7,4,1,1,6,14,4,1,4,22,2,4,2,1,2,6,42,4,4,1,2,4,1,4,2,6,4,18,3,7,2,17,2,1,4,3,6,5,14,6,4,13,4,4,5,14,23,1,4,1,2,5,11,3,1,19,4,4,11,2,9,0,17,5,8,24,10,13,1,3,8,5,3,2,11,21,3,1,2,21,15
2018-06-06,7,1,2,5,2,2,10,14,9,2,1,6,65,1,6,18,23,4,4,8,2,4,3,5,3,3,2,3,24,4,5,11,1,1,4,31,1,2,1,4,29,1,4,8,6,6,30,3,4,1,10,2,2,2,3,6,5,16,4,0,16,1,4,7,8,14,5,2,6,0,1,6,1,0,20,2,4,12,7,17,1,12,1,1,16,9,12,2,0,5,1,2,0,5,33,4,2,4,27,12
2018-06-07,0,0,1,6,0,2,7,3,3,0,3,4,26,4,0,6,2,1,0,5,3,0,0,1,2,4,2,0,9,2,1,3,2,0,2,21,1,3,3,1,21,1,1,0,1,3,12,4,2,4,0,0,3,3,4,3,1,4,6,1,11,2,0,1,10,6,3,1,1,3,5,3,0,3,9,4,4,5,4,9,1,8,3,2,2,2,26,5,2,0,1,3,2,2,17,5,5,2,21,11
2018-06-08,5,3,4,3,7,1,26,5,7,4,3,8,52,2,7,25,7,4,4,4,2,7,10,2,4,6,5,7,25,7,7,4,10,4,3,52,4,4,0,5,32,2,4,5,7,7,19,4,3,5,8,3,4,5,6,1,9,18,3,2,12,2,2,5,21,24,1,9,3,6,7,4,9,8,13,5,3,20,6,11,3,12,5,3,21,7,30,3,1,5,2,3,4,13,31,9,4,0,43,18
2018-06-09,5,2,2,4,1,2,8,8,4,2,1,2,34,2,1,15,6,1,1,1,1,1,3,4,4,4,2,1,19,6,4,2,4,3,3,28,1,1,0,5,15,1,6,3,4,7,15,0,3,2,1,2,4,13,3,2,12,6,2,5,8,3,0,9,8,11,3,12,5,3,4,1,1,2,21,2,4,11,7,11,2,15,2,1,18,6,17,8,3,0,0,3,2,4,10,4,2,1,12,13
2018-06-10,12,8,2,5,0,5,16,35,7,6,1,2,66,4,5,13,11,2,5,5,2,6,3,4,4,3,2,7,21,4,8,5,5,2,3,60,3,6,6,4,27,2,5,6,5,8,39,4,6,0,4,3,2,3,2,1,5,14,7,4,14,3,4,4,20,29,4,4,4,2,5,8,2,4,19,9,8,15,9,22,3,12,7,1,24,7,14,6,3,6,2,3,5,8,26,6,4,4,32,15
2018-06-11,10,3,4,7,0,5,17,40,13,3,3,3,81,6,3,24,11,7,3,4,4,10,6,5,5,8,6,2,25,6,11,5,3,9,6,69,6,2,7,7,45,6,9,4,1,17,43,8,6,3,26,5,4,8,3,9,9,14,7,5,16,9,6,2,13,31,3,25,3,6,3,9,3,1,22,0,4,16,14,37,5,15,1,5,39,9,24,4,6,7,3,1,2,9,44,8,5,3,36,25
2018-06-12,24,4,12,9,8,7,43,57,8,9,4,5,122,11,2,37,33,16,4,20,4,4,3,5,8,5,7,11,77,7,7,11,6,5,12,85,8,7,16,14,60,9,8,4,9,31,27,9,17,8,24,3,6,5,7,5,4,40,7,5,34,6,11,9,52,42,10,30,11,4,13,11,11,14,45,13,9,37,11,51,7,26,10,6,65,21,43,9,5,13,7,6,7,14,48,15,28,3,94,29
2018-06-13,11,2,10,8,4,5,63,12,10,4,12,5,82,4,10,30,17,7,9,5,13,7,4,6,8,4,12,5,80,18,3,5,4,3,5,78,10,5,23,7,29,8,5,6,6,5,34,12,12,3,13,6,7,4,4,6,10,29,4,9,28,5,8,8,37,34,6,10,12,20,6,5,5,4,16,3,7,27,6,43,7,19,10,10,43,4,44,5,5,3,7,7,2,6,60,3,8,3,47,31
2018-06-14,11,8,2,2,1,1,22,11,7,9,2,7,54,6,1,17,25,6,6,9,6,4,5,3,4,6,5,4,35,6,12,1,5,5,7,52,5,3,7,7,27,5,3,2,2,14,25,5,6,5,6,1,1,3,0,6,4,9,3,7,15,2,4,9,11,24,4,18,8,3,6,9,11,6,28,7,4,22,16,14,1,19,4,6,26,19,17,1,6,6,1,4,4,7,26,5,6,0,38,19
2018-06-15,11,5,11,6,5,1,22,2,7,1,11,5,54,7,5,20,11,6,8,7,11,8,14,5,8,5,5,4,39,16,14,6,4,5,5,48,4,2,15,8,33,8,7,4,3,9,34,15,8,6,13,3,2,5,5,4,7,33,6,6,23,5,0,7,26,23,5,12,12,10,6,4,6,3,23,6,6,27,10,16,4,30,7,2,28,17,40,4,10,5,7,4,6,9,32,6,2,3,68,23
2018-06-16,4,0,3,4,1,3,16,5,2,3,5,1,33,1,2,10,8,3,1,4,4,1,1,2,1,1,3,3,16,2,4,2,2,1,8,39,3,3,4,5,6,4,4,6,5,4,11,4,5,5,3,1,1,2,1,1,0,6,2,3,10,2,2,7,9,14,14,5,1,1,5,7,4,2,6,4,1,12,5,6,3,9,1,13,13,5,10,1,3,1,6,9,2,4,24,2,8,1,44,12
2018-06-17,9,7,4,2,5,4,19,32,9,6,1,9,55,5,5,10,13,9,5,12,2,6,3,6,4,8,6,2,43,2,9,5,15,2,5,64,3,6,7,6,15,3,5,2,2,3,32,12,3,7,2,0,7,2,1,2,4,19,12,7,20,5,3,3,15,34,14,6,8,5,5,13,4,3,25,5,6,17,7,35,6,15,7,11,33,16,16,4,4,9,3,5,5,3,34,5,6,3,33,21
2018-06-18,10,4,2,5,0,2,15,7,4,11,1,4,66,7,1,14,10,10,6,6,6,5,2,3,3,3,2,2,32,2,3,4,4,4,4,36,1,1,2,5,13,9,5,2,3,9,15,4,4,0,18,5,2,2,3,7,3,9,4,6,19,6,6,8,17,22,2,9,4,6,3,9,1,2,20,1,6,7,15,12,2,20,4,1,18,12,15,10,4,6,3,8,2,9,19,6,5,7,42,7
2018-06-19,8,6,6,8,3,6,29,2,3,21,1,6,68,7,5,15,10,11,3,12,5,7,5,9,7,3,5,9,45,2,4,10,9,3,5,63,5,5,5,4,19,4,8,4,3,10,47,11,7,6,8,2,3,5,5,5,7,22,6,5,27,1,7,10,32,25,8,16,8,9,6,8,3,8,29,2,7,25,9,11,2,19,5,3,32,9,62,13,7,4,3,9,8,12,44,9,3,2,71,18
2018-06-20,13,2,2,5,4,6,11,16,4,4,1,5,49,2,2,25,6,3,4,4,8,3,7,5,5,3,2,11,25,2,4,7,7,7,9,41,1,4,1,5,52,3,10,6,0,6,21,7,8,2,14,1,6,7,6,3,6,11,7,3,21,3,3,5,11,16,10,1,3,6,6,7,9,3,25,3,6,23,7,18,2,21,7,5,17,11,20,2,5,3,6,3,1,10,50,5,2,4,35,16
2018-06-21,10,4,6,9,10,4,38,7,22,8,6,12,44,4,4,24,12,7,0,5,7,12,12,6,10,2,5,4,75,5,7,9,8,3,4,72,8,7,9,9,32,6,16,8,6,18,23,5,10,6,7,3,5,7,7,5,11,33,7,5,33,10,11,4,14,43,5,10,16,4,13,15,4,6,58,3,6,11,14,13,6,12,7,5,36,2,50,5,4,8,5,7,5,10,47,15,3,6,66,20
2018-06-22,4,4,6,3,4,3,22,2,5,6,2,2,31,0,1,12,22,8,2,3,6,1,5,4,3,4,3,4,24,0,5,2,5,5,3,38,4,2,4,3,13,7,1,1,1,8,14,4,5,1,11,5,4,8,2,2,3,8,5,0,14,1,4,4,20,22,5,7,4,0,4,2,2,3,6,2,1,14,1,17,1,11,4,1,17,1,51,4,1,1,4,4,2,7,17,5,7,4,44,14
2018-06-23,10,4,3,7,0,5,8,22,4,3,0,3,32,4,0,7,5,4,4,2,0,1,6,3,1,0,1,4,10,3,5,1,4,1,3,32,1,3,2,3,20,1,5,2,1,4,17,6,2,3,19,0,4,12,2,5,2,11,1,2,7,0,0,2,6,17,4,2,3,7,7,4,3,1,7,4,2,18,5,21,1,6,3,0,24,15,10,2,0,3,1,0,0,7,26,3,2,3,13,10
2018-06-24,15,1,10,11,4,1,30,35,4,8,3,4,55,6,3,15,13,7,1,9,6,9,2,2,3,1,6,10,40,4,9,8,1,6,3,51,3,3,2,3,24,5,4,2,6,6,26,2,8,2,21,2,7,12,1,8,1,23,4,6,17,4,1,3,22,33,1,7,6,11,16,9,7,4,17,7,3,18,11,26,1,12,2,4,20,15,50,5,2,8,5,4,7,17,30,6,2,4,49,7
2018-06-25,9,1,6,6,1,5,29,25,6,3,3,6,65,9,1,20,22,9,5,6,6,7,6,6,7,10,7,10,21,23,3,9,4,3,6,62,5,3,6,6,25,5,7,7,4,3,25,4,7,2,17,7,12,4,3,5,9,17,2,4,27,8,3,3,34,24,7,4,2,3,5,9,2,4,26,4,5,21,6,13,0,12,8,12,19,10,33,1,2,5,4,4,3,10,38,3,5,18,31,16
2018-06-26,8,2,6,4,2,5,16,1,5,1,5,5,24,7,1,13,10,2,4,3,0,0,1,3,1,2,2,4,21,1,2,3,6,3,7,29,1,5,5,5,14,2,6,1,2,4,16,1,2,3,4,2,4,3,6,4,5,12,2,1,5,3,1,5,5,16,3,6,2,3,3,1,2,4,20,2,4,15,1,11,0,18,4,2,13,8,25,8,3,3,5,0,3,3,29,6,3,2,19,14
2018-06-27,1,3,8,2,2,1,8,27,0,1,1,3,32,7,2,12,14,3,2,3,8,2,1,1,1,1,3,2,22,7,2,3,2,1,3,29,3,0,2,3,11,3,0,9,7,0,11,3,2,2,8,1,2,6,2,2,3,14,1,2,9,3,3,2,7,23,1,5,6,4,5,2,5,5,14,3,1,9,3,4,2,9,3,2,21,9,23,3,2,3,2,2,2,8,26,6,3,1,32,11
2018-06-28,4,6,5,6,3,3,22,42,3,0,3,7,37,10,2,14,10,8,3,4,4,3,0,3,5,0,6,4,18,1,11,5,3,4,3,30,4,4,2,6,17,2,1,3,2,2,10,6,3,8,8,1,2,3,3,9,0,16,5,5,12,6,7,1,8,21,5,3,4,1,4,5,1,6,9,1,1,8,8,3,3,10,2,5,16,3,18,6,2,3,6,2,3,6,27,4,2,3,21,8
2018-06-29,7,11,2,1,4,1,14,42,7,4,2,5,59,1,2,11,10,5,2,5,4,2,5,6,2,3,4,2,18,4,1,3,2,4,6,47,1,3,4,3,15,4,4,4,6,8,18,3,3,1,10,4,4,3,2,1,3,24,15,4,11,0,4,4,18,25,2,4,5,4,5,2,2,4,15,1,6,12,4,19,3,12,1,7,20,2,18,4,1,5,1,2,4,9,29,7,4,2,38,16
2018-06-30,8,3,4,6,1,6,21,5,6,3,1,6,30,5,4,17,10,6,9,7,10,3,2,2,9,3,3,2,27,1,2,9,5,5,1,35,9,10,7,5,19,3,6,3,1,6,26,7,4,1,36,0,4,2,1,11,7,13,2,1,15,4,2,2,21,16,3,4,9,2,6,6,11,9,3,3,3,23,6,23,4,17,5,5,19,6,30,1,2,4,3,3,14,9,32,6,3,11,30,12
2018-07-01,1,2,1,4,1,6,18,6,3,3,0,1,28,1,4,3,7,2,4,0,0,2,2,2,2,1,2,4,10,5,0,1,1,4,3,31,7,3,4,2,3,1,1,4,7,7,17,4,2,2,4,3,1,1,1,0,2,11,1,2,11,1,1,2,14,14,2,7,5,2,3,5,3,1,4,5,6,3,2,15,0,3,2,4,19,4,14,5,2,3,0,4,3,1,11,5,1,1,23,9
2018-07-02,4,4,4,2,4,6,3,1,3,3,6,10,34,0,1,13,4,3,3,3,3,3,7,3,4,4,0,2,26,6,4,5,3,0,3,23,8,1,7,3,20,6,1,6,2,3,7,3,4,3,21,3,1,6,4,0,0,5,3,2,13,5,2,4,19,17,2,5,4,4,3,3,4,4,17,2,4,10,1,13,2,10,2,4,14,16,16,11,3,4,4,2,1,6,23,1,6,3,25,5
2018-07-03,8,5,2,0,1,0,21,6,4,3,1,7,24,0,3,14,17,2,3,4,1,6,5,2,0,1,0,6,24,8,3,1,5,2,4,34,1,4,3,3,8,2,7,3,2,7,14,1,10,5,15,1,3,8,2,1,8,16,2,5,6,4,3,3,8,10,4,9,8,5,4,8,3,4,15,1,7,5,6,4,4,16,1,5,20,13,18,1,4,3,1,3,4,6,26,2,9,1,22,23
2018-07-04,9,4,14,6,2,6,31,3,15,2,6,5,24,8,2,12,13,4,4,4,4,3,5,4,5,2,2,3,25,4,6,1,2,2,5,31,5,2,11,4,19,6,6,5,4,4,21,6,5,2,7,1,6,1,7,2,6,12,6,12,12,6,4,3,32,21,3,6,4,3,10,3,6,3,19,3,1,11,8,10,3,24,7,5,16,2,47,6,3,4,4,1,1,6,28,7,7,3,29,12
2018-07-05,8,0,4,5,2,6,20,4,3,2,1,5,24,2,1,10,15,6,8,3,1,1,4,0,6,1,2,6,21,0,4,4,0,2,2,21,2,0,1,7,15,5,4,4,2,2,10,6,2,1,4,2,1,3,1,0,3,10,4,8,13,6,2,4,12,14,4,2,3,4,4,4,1,2,18,1,2,9,2,5,3,14,1,3,8,1,15,2,2,0,4,2,1,3,15,5,2,3,10,9
2018-07-06,7,6,2,5,2,10,20,6,6,7,7,5,29,5,6,12,17,2,10,3,2,6,4,7,7,5,4,7,23,1,2,1,4,5,5,31,3,5,1,5,22,4,4,3,2,4,21,6,4,6,4,1,0,3,6,5,4,12,3,7,26,6,2,4,41,20,7,2,5,4,8,3,1,7,29,4,10,23,4,10,5,21,3,14,18,4,36,7,6,4,6,2,2,9,23,7,8,0,27,25
2018-07-07,6,1,5,4,2,1,11,9,4,4,2,1,28,5,1,9,5,2,4,4,7,1,3,1,2,5,3,3,28,5,1,1,7,3,2,34,1,3,3,1,24,6,1,4,3,3,13,3,3,3,4,4,2,3,1,3,2,10,2,1,18,2,1,2,12,15,0,2,2,4,1,4,7,3,14,3,4,11,9,8,5,6,1,3,14,5,22,4,3,1,4,1,2,3,21,5,10,1,28,10
2018-07-08,10,5,15,4,5,5,52,20,10,11,6,7,104,2,5,19,10,4,9,9,13,9,4,7,4,7,9,9,50,16,7,41,14,5,4,99,8,6,18,8,20,7,6,8,9,1,31,3,12,5,8,3,3,3,2,8,4,41,7,6,49,5,6,14,100,37,7,10,13,6,9,15,1,7,23,13,3,19,7,8,4,12,8,8,40,11,113,6,7,5,20,3,9,10,57,11,7,7,113,31
2018-07-09,16,3,11,13,2,6,25,11,10,7,3,4,65,10,3,10,36,3,8,5,2,1,10,7,5,3,2,5,39,7,8,6,9,6,3,66,1,3,8,4,6,9,8,5,4,6,32,4,8,3,49,6,5,7,6,9,14,25,0,5,22,8,3,10,42,28,4,6,6,6,7,12,6,3,19,3,4,10,13,24,4,26,6,4,21,11,28,3,1,5,10,0,6,15,26,11,5,3,44,24
2018-07-10,4,0,5,2,4,7,15,8,2,2,1,3,27,3,0,8,16,6,4,2,5,1,6,3,3,2,2,5,23,3,6,2,2,2,2,26,4,2,5,1,13,5,3,1,2,7,14,3,4,2,12,2,0,4,3,4,1,14,0,0,8,1,1,1,15,18,0,3,5,6,3,2,4,3,15,1,2,4,3,14,4,7,1,3,14,8,33,7,7,2,5,2,5,2,23,5,4,4,20,18
2018-07-11,4,5,2,0,4,12,17,2,5,6,1,4,33,2,2,6,12,3,4,5,1,4,1,2,5,0,1,2,18,2,4,3,0,1,4,23,0,3,3,3,6,6,6,2,0,2,15,10,0,1,4,5,1,8,4,1,7,6,5,8,13,3,6,7,27,19,7,2,4,3,4,2,7,0,12,1,5,10,3,5,4,14,1,2,15,8,30,4,4,2,3,0,0,12,13,13,7,4,45,18
2018-07-12,10,2,4,6,4,5,22,3,5,2,4,6,36,4,3,12,10,6,4,5,5,2,2,2,0,7,1,5,33,2,1,6,2,2,6,38,8,3,7,4,9,4,3,11,5,4,33,4,4,4,5,4,1,3,9,4,6,15,4,4,16,1,3,7,28,11,0,1,4,4,9,5,0,1,16,3,4,7,4,30,1,15,6,6,19,10,29,6,0,6,5,1,3,7,33,7,7,0,53,15
2018-07-13,7,1,1,3,3,4,15,0,3,3,2,3,27,6,3,4,19,4,3,3,1,2,4,2,4,2,4,3,33,3,0,2,4,4,6,52,7,4,7,4,13,4,3,4,1,3,12,7,4,7,9,2,0,4,4,3,2,16,3,7,9,5,4,6,9,11,0,1,3,7,4,4,5,8,16,2,5,9,1,25,0,11,0,10,27,8,20,11,4,1,4,2,2,9,18,4,2,0,32,17
2018-07-14,4,3,10,2,2,1,15,4,2,5,2,2,18,3,1,7,12,3,4,3,0,2,4,1,9,6,2,7,23,0,1,3,1,0,5,26,10,2,4,3,12,3,4,1,1,1,16,4,6,1,9,4,1,0,1,0,3,8,2,1,8,7,1,12,23,14,5,6,1,4,4,8,2,2,14,1,5,5,13,7,1,12,1,3,16,14,20,4,2,1,1,3,3,6,15,2,2,2,33,10
2018-07-15,8,5,0,0,1,1,5,2,0,0,1,1,15,1,2,4,5,2,0,1,2,2,4,1,2,1,0,2,6,0,1,0,2,2,4,18,3,1,3,1,3,1,2,2,3,1,12,1,1,1,2,0,1,1,3,3,3,6,1,2,6,3,0,11,6,6,0,0,4,2,4,1,3,1,12,4,0,5,2,6,1,12,1,1,12,2,15,0,1,0,2,0,3,6,12,4,2,1,9,3
2018-07-16,4,3,5,3,4,2,11,1,1,2,3,1,35,6,2,9,9,6,4,3,8,5,9,6,12,3,6,4,17,7,6,8,5,3,3,42,4,2,3,1,14,3,1,3,2,4,27,6,10,5,14,3,6,7,5,0,3,18,2,4,22,1,5,3,13,9,4,5,2,6,4,5,3,4,27,4,6,15,4,20,5,17,7,2,14,8,25,6,7,6,1,1,4,6,29,6,4,1,24,12
2018-07-17,9,2,5,5,4,1,22,3,6,4,4,3,45,7,1,16,14,3,2,3,5,1,2,3,4,4,5,1,26,7,4,3,4,11,6,29,7,1,6,5,13,3,9,4,1,5,14,2,3,0,12,3,1,2,3,6,4,16,2,6,8,4,3,7,20,24,5,6,8,2,1,6,6,5,8,1,7,20,8,16,3,14,5,3,14,8,24,2,7,4,3,2,1,10,30,6,4,4,40,14
2018-07-18,9,2,6,3,4,3,33,6,4,3,3,6,62,3,3,18,10,1,4,6,2,3,7,3,2,2,3,3,30,5,9,3,3,3,20,48,4,1,4,10,16,2,2,4,1,6,11,2,6,2,68,1,1,1,2,0,1,10,3,0,13,2,3,4,38,26,2,10,3,2,3,5,2,5,15,3,32,13,7,9,0,13,3,3,24,22,26,3,32,7,3,3,2,7,24,7,3,1,32,9
2018-07-19,7,3,7,3,0,3,12,9,4,0,4,0,32,4,0,12,10,2,9,5,1,3,0,4,5,7,4,3,27,5,5,3,5,3,2,33,4,3,2,3,32,3,2,0,1,5,18,6,2,0,11,1,2,2,3,4,3,8,4,4,12,2,0,2,17,12,2,5,4,8,6,3,3,2,25,6,1,16,6,7,5,12,5,4,10,8,19,2,8,4,3,1,7,6,20,8,2,2,23,9
2018-07-20,13,7,2,4,4,8,26,68,7,2,5,7,84,3,2,21,15,7,1,9,3,2,3,6,13,0,3,6,35,6,6,3,2,0,7,58,5,4,2,5,19,5,5,6,5,3,22,10,6,6,7,1,4,8,3,1,7,22,6,4,10,5,7,9,24,39,8,6,6,0,5,7,8,6,15,3,3,20,21,7,5,12,3,1,42,10,26,2,4,3,4,3,1,14,29,9,4,6,51,27
2018-07-21,11,6,0,11,2,3,22,2,6,4,4,2,38,3,4,18,6,4,3,3,5,3,2,3,3,3,4,0,16,1,3,2,3,5,9,23,1,3,2,3,26,3,3,4,1,3,12,4,4,4,9,1,2,3,2,7,1,13,5,2,15,0,2,2,19,8,2,3,6,7,3,2,6,2,13,6,5,9,7,3,1,18,2,1,10,8,19,6,4,2,3,5,3,6,34,7,5,2,25,7
2018-07-22,12,2,5,2,5,7,34,6,11,8,4,6,78,3,3,22,15,5,2,5,2,4,1,4,10,3,4,7,32,1,8,3,8,3,6,71,2,8,5,4,16,2,5,9,9,3,47,9,4,6,7,3,3,6,2,2,5,18,13,7,11,4,2,10,25,24,2,4,9,6,2,9,4,4,12,4,7,28,2,34,4,9,2,1,32,10,25,2,3,11,1,5,3,12,38,4,5,5,40,23
2018-07-23,5,3,7,2,4,3,10,9,3,4,2,0,23,0,0,8,14,3,3,0,3,1,1,3,2,3,0,2,14,1,2,4,3,0,6,13,2,5,4,3,16,3,2,0,3,1,10,3,4,2,10,1,0,3,1,0,1,11,2,5,8,1,2,1,8,16,3,2,1,0,3,1,1,1,11,1,3,8,1,7,1,11,3,2,16,3,12,1,1,2,6,3,3,5,24,3,2,3,15,7
2018-07-24,14,17,13,9,8,6,42,2,11,2,2,8,53,4,5,16,19,11,5,4,11,5,2,3,11,6,16,10,52,2,8,9,7,10,6,77,5,12,4,7,32,10,8,11,2,5,31,4,10,8,3,18,2,4,4,4,5,22,6,14,27,5,5,9,65,39,3,6,8,4,3,10,17,1,27,8,7,29,7,33,9,20,2,6,36,10,73,4,6,10,3,3,16,14,40,7,13,6,91,25
2018-07-25,4,6,4,6,1,7,12,2,2,6,2,2,15,1,2,6,20,0,2,1,0,5,2,5,3,1,2,1,17,2,5,5,4,4,2,18,3,1,2,0,18,0,5,4,6,6,11,1,2,1,2,3,1,2,0,2,4,3,2,4,8,3,2,3,8,10,4,4,5,2,4,4,2,3,8,3,4,5,4,4,4,11,1,1,9,4,7,3,0,1,2,0,3,3,21,1,2,3,12,12
2018-07-26,9,3,2,13,2,3,28,2,5,2,3,6,66,7,4,22,13,4,2,7,11,6,8,5,8,6,4,6,37,5,5,8,8,4,4,55,5,3,4,6,25,10,2,9,2,3,33,2,3,1,9,6,1,7,3,2,4,13,6,5,16,3,6,4,33,19,5,9,5,10,6,2,7,2,22,2,3,16,4,34,9,14,3,5,17,10,44,4,5,11,3,3,3,8,31,2,8,6,56,17
